"timestamp","temperature","humidity","light","pH","electrical_conductivity"
"2025-03-01 03:05:00",20.36,70.63,15,5.891,2.108
"2025-03-01 03:10:00",20.34,70.84,14.6,5.951,2.12
"2025-03-01 03:15:00",20.22,71.56,11.6,5.97,2.142
"2025-03-01 03:20:00",20.2,70.66,8.5,5.974,2.135
"2025-03-01 03:25:00",20.35,70.59,10.4,5.983,2.13
"2025-03-01 03:30:00",20.32,69.94,7.8,5.963,2.101
"2025-03-01 03:35:00",20.57,68.27,10.7,5.992,2.122
"2025-03-01 03:40:00",20.7,68.19,12.2,6.03,2.144
"2025-03-01 03:45:00",20.7,68.62,12.8,6.026,2.123
"2025-03-01 03:50:00",20.64,68.77,11.8,6.039,2.139
"2025-03-01 03:55:00",20.53,69.49,10.6,6.11,2.143
"2025-03-01 04:00:00",20.54,69.45,12.4,6.085,2.116
"2025-03-01 04:05:00",20.54,69.71,15,6.093,2.137
"2025-03-01 04:10:00",20.64,69.63,12.9,6.071,2.121
"2025-03-01 04:15:00",20.59,68.36,13,6.049,2.119
"2025-03-01 04:20:00",20.55,69.02,9.2,6.074,2.122
"2025-03-01 04:25:00",20.64,67.97,9.7,6.025,2.118
"2025-03-01 04:30:00",20.61,67.1,10.5,6.025,2.13
"2025-03-01 04:35:00",20.52,66.16,12.5,6.049,2.148
"2025-03-01 04:40:00",20.5,66.31,9.7,6.098,2.135
"2025-03-01 04:45:00",20.43,65.34,10.1,6.08,2.136
"2025-03-01 04:50:00",20.42,65.28,9.9,6.115,2.147
"2025-03-01 04:55:00",20.5,65.61,11.6,6.087,2.154
"2025-03-01 05:00:00",20.43,65.69,12,6.058,2.186
"2025-03-01 05:05:00",20.43,66.13,9.9,6.022,2.167
"2025-03-01 05:10:00",20.4,66.44,12,6.037,2.149
"2025-03-01 05:15:00",20.44,66.27,10.5,6.094,2.135
"2025-03-01 05:20:00",20.58,66.24,10.2,6.043,2.161
"2025-03-01 05:25:00",20.54,65.95,9.4,6.027,2.145
"2025-03-01 05:30:00",20.38,66.73,7.1,6.066,2.138
"2025-03-01 05:35:00",20.41,66.78,7.4,6.111,2.152
"2025-03-01 05:40:00",20.53,66.49,1.8,6.153,2.136
"2025-03-01 05:45:00",20.52,67.25,6.7,6.068,2.135
"2025-03-01 05:50:00",20.41,67.7,4.6,6.037,2.132
"2025-03-01 05:55:00",20.47,68.91,5.8,6.046,2.129
"2025-03-01 06:00:00",21.93,66.26,10091.5,6.054,2.127
"2025-03-01 06:05:00",21.85,65.96,10022.9,6.046,2.107
"2025-03-01 06:10:00",21.94,65.83,9938.5,6.048,2.12
"2025-03-01 06:15:00",22,65.55,10011.3,6.019,2.144
"2025-03-01 06:20:00",22.04,65.09,10227.2,6.003,2.14
"2025-03-01 06:25:00",22.02,65.43,10324.4,5.995,2.088
"2025-03-01 06:30:00",21.99,64.43,10486.5,5.982,2.094
"2025-03-01 06:35:00",22.06,65.16,10599.7,6.046,2.081
"2025-03-01 06:40:00",22.07,65.16,10726.5,6.005,2.075
"2025-03-01 06:45:00",22.13,65.25,10697.5,5.982,2.074
"2025-03-01 06:50:00",22.19,64.94,10467.2,6.013,2.083
"2025-03-01 06:55:00",22.25,65.6,10398.1,5.969,2.099
"2025-03-01 07:00:00",22.27,65.23,10113.7,5.991,2.11
"2025-03-01 07:05:00",22.24,65.45,10299.8,5.999,2.114
"2025-03-01 07:10:00",22.26,65.45,10362.6,6.01,2.108
"2025-03-01 07:15:00",22.36,65.42,10114.8,6.022,2.108
"2025-03-01 07:20:00",22.43,65.89,10116.9,6.038,2.098
"2025-03-01 07:25:00",22.43,65.82,9846.2,6.018,2.092
"2025-03-01 07:30:00",22.41,66.48,10021.9,6.06,2.102
"2025-03-01 07:35:00",22.45,65.58,10102,6.065,2.099
"2025-03-01 07:40:00",22.54,64.44,10302,6.071,2.069
"2025-03-01 07:45:00",22.49,64.34,10470,6.071,2.065
"2025-03-01 07:50:00",22.43,64.77,10388.8,6.035,2.039
"2025-03-01 07:55:00",22.55,65.64,10298.3,6.04,2.026
"2025-03-01 08:00:00",22.53,66.13,10267.6,6.057,2.048
"2025-03-01 08:05:00",22.54,65.74,10293.9,6.079,2.03
"2025-03-01 08:10:00",22.47,66.01,10494.4,6.113,2.05
"2025-03-01 08:15:00",22.42,66.58,10509.4,6.163,2.071
"2025-03-01 08:20:00",22.45,65.33,10609.2,6.143,2.067
"2025-03-01 08:25:00",22.47,66.13,10585.7,6.17,2.058
"2025-03-01 08:30:00",22.41,66.21,10376.2,6.147,2.077
"2025-03-01 08:35:00",22.57,65.44,10222.1,6.119,2.048
"2025-03-01 08:40:00",22.51,66.28,10166.8,6.107,2.056
"2025-03-01 08:45:00",22.62,65.46,9820,6.126,2.034
"2025-03-01 08:50:00",22.69,64.64,9880.4,6.116,2.061
"2025-03-01 08:55:00",22.78,63.96,9794,6.126,2.03
"2025-03-01 09:00:00",22.81,63.02,9834.6,6.123,2.062
"2025-03-01 09:05:00",22.95,63.13,9524.9,6.106,2.06
"2025-03-01 09:10:00",23.03,63.24,9620.5,6.125,2.049
"2025-03-01 09:15:00",23.13,63.4,9602.7,6.143,2.015
"2025-03-01 09:20:00",23.07,64.58,9591.8,6.161,2.045
"2025-03-01 09:25:00",23.02,64.86,9889.3,6.161,2.052
"2025-03-01 09:30:00",23.07,64.85,9966.1,6.131,2.026
"2025-03-01 09:35:00",22.97,65.53,10166.9,6.153,2.04
"2025-03-01 09:40:00",22.88,65.6,10205.7,6.125,2.038
"2025-03-01 09:45:00",22.8,66,10275.9,6.052,2.021
"2025-03-01 09:50:00",22.71,65.51,9935.3,6.108,2.021
"2025-03-01 09:55:00",22.75,65.26,9975.4,6.11,2.014
"2025-03-01 10:00:00",22.87,65.56,10196.3,6.101,2.014
"2025-03-01 10:05:00",22.88,65.94,10321.9,6.089,1.979
"2025-03-01 10:10:00",22.94,65.18,10324.3,6.109,1.962
"2025-03-01 10:15:00",22.95,66.6,10380.6,6.089,1.962
"2025-03-01 10:20:00",22.97,65.54,10100.7,6.062,1.921
"2025-03-01 10:25:00",23.06,64.61,10101.8,6.12,1.916
"2025-03-01 10:30:00",23.11,65.45,9977.6,6.106,1.934
"2025-03-01 10:35:00",23.16,65.53,9844.1,6.043,1.921
"2025-03-01 10:40:00",23.12,65.78,10080.7,6.069,1.943
"2025-03-01 10:45:00",23.18,66.58,10087.7,6.043,1.937
"2025-03-01 10:50:00",23.26,66.72,10089.7,5.968,1.968
"2025-03-01 10:55:00",23.21,66.52,10240.7,5.992,1.95
"2025-03-01 11:00:00",23.09,68.08,10190.5,5.947,1.964
"2025-03-01 11:05:00",23.17,67.41,10143.3,5.927,1.946
"2025-03-01 11:10:00",23.13,67.11,10360.2,5.922,1.951
"2025-03-01 11:15:00",23.05,67.01,10549.7,5.925,1.966
"2025-03-01 11:20:00",22.97,67.07,10526.3,5.89,1.973
"2025-03-01 11:25:00",23.05,68.04,10269.6,5.896,1.983
"2025-03-01 11:30:00",23.03,67.54,10098.8,5.916,1.957
"2025-03-01 11:35:00",22.99,67.49,10265.2,5.905,1.919
"2025-03-01 11:40:00",23.03,67.14,10142.4,5.953,1.928
"2025-03-01 11:45:00",23.01,66.29,10162.5,5.98,1.941
"2025-03-01 11:50:00",23.05,65.47,10104.3,5.999,1.913
"2025-03-01 11:55:00",23.07,66.01,10265,5.938,1.896
"2025-03-01 12:00:00",23.01,66.17,10216.3,5.936,1.874
"2025-03-01 12:05:00",22.9,66.16,10228.4,5.951,1.901
"2025-03-01 12:10:00",22.99,65.34,10184.5,5.925,1.9
"2025-03-01 12:15:00",22.94,64.01,10006.5,5.96,1.904
"2025-03-01 12:20:00",22.95,63.79,9918.2,5.916,1.903
"2025-03-01 12:25:00",22.95,64.62,9866,5.932,1.895
"2025-03-01 12:30:00",22.94,64.2,9718,5.926,1.89
"2025-03-01 12:35:00",22.94,65.12,9817.7,5.921,1.88
"2025-03-01 12:40:00",22.87,65.62,9852.1,5.876,1.887
"2025-03-01 12:45:00",23.02,65.05,9937.1,5.791,1.889
"2025-03-01 12:50:00",23.2,64.1,9568.4,5.823,1.882
"2025-03-01 12:55:00",23.27,62.57,9910.1,5.826,1.85
"2025-03-01 13:00:00",23.12,62.48,9937.1,5.866,1.868
"2025-03-01 13:05:00",23.34,63.92,9905.5,5.922,1.877
"2025-03-01 13:10:00",23.46,63.89,10121.9,5.903,1.849
"2025-03-01 13:15:00",23.47,63.73,10146.2,5.934,1.848
"2025-03-01 13:20:00",23.48,64.04,10164.3,5.908,1.84
"2025-03-01 13:25:00",23.43,64.69,9942.1,5.909,1.823
"2025-03-01 13:30:00",23.56,64.93,9944.8,5.942,1.833
"2025-03-01 13:35:00",23.57,65.32,9949.2,5.895,1.779
"2025-03-01 13:40:00",23.47,66.2,9796.6,5.925,1.777
"2025-03-01 13:45:00",23.43,65.49,9821.8,5.887,1.784
"2025-03-01 13:50:00",23.59,65.16,9941.2,5.95,1.77
"2025-03-01 13:55:00",23.56,65.08,9847.8,5.944,1.799
"2025-03-01 14:00:00",23.45,64.82,9887.3,5.963,1.809
"2025-03-01 14:05:00",23.41,65.65,9873.9,5.984,1.769
"2025-03-01 14:10:00",23.5,65.94,9990.8,5.979,1.759
"2025-03-01 14:15:00",23.48,66,9915.7,6.002,1.752
"2025-03-01 14:20:00",23.47,66.22,9963.3,6.059,1.739
"2025-03-01 14:25:00",23.46,65.38,9915.8,6.074,1.739
"2025-03-01 14:30:00",23.51,65.53,9774.5,6.058,1.72
"2025-03-01 14:35:00",23.44,66.58,9846.5,6.072,1.739
"2025-03-01 14:40:00",23.54,66.4,9816.1,6.037,1.752
"2025-03-01 14:45:00",23.6,65.21,9652.5,6.013,1.769
"2025-03-01 14:50:00",23.64,64.49,9661.6,5.98,1.77
"2025-03-01 14:55:00",23.62,64.47,9524,5.945,1.774
"2025-03-01 15:00:00",23.56,64.55,9602.6,5.915,1.794
"2025-03-01 15:05:00",23.59,63.95,9442.2,5.836,1.804
"2025-03-01 15:10:00",23.64,64.29,9549.9,5.847,1.787
"2025-03-01 15:15:00",23.56,64.88,9620,5.853,1.778
"2025-03-01 15:20:00",23.51,64.93,9919.2,5.927,1.786
"2025-03-01 15:25:00",23.62,64.83,9929.3,5.901,1.742
"2025-03-01 15:30:00",23.47,65.44,10063.9,5.96,1.769
"2025-03-01 15:35:00",23.34,65.1,10220.8,5.998,1.767
"2025-03-01 15:40:00",23.33,65.01,10210.7,6.029,1.789
"2025-03-01 15:45:00",23.3,65.34,10139.4,6.041,1.776
"2025-03-01 15:50:00",23.37,66.37,10210.4,6.025,1.777
"2025-03-01 15:55:00",23.34,66.09,10267.7,6.037,1.763
"2025-03-01 16:00:00",23.23,66.1,10110.4,6.034,1.751
"2025-03-01 16:05:00",23.3,65.63,10345.1,6.058,1.781
"2025-03-01 16:10:00",23.35,64.96,10263.3,6.051,1.792
"2025-03-01 16:15:00",23.31,66.15,10277.4,6.036,1.766
"2025-03-01 16:20:00",23.4,66.17,10196.8,5.992,1.774
"2025-03-01 16:25:00",23.43,67.06,10136.6,6.021,1.745
"2025-03-01 16:30:00",23.41,67.08,10220.1,6.055,1.733
"2025-03-01 16:35:00",23.39,65.52,10136.1,6.083,1.712
"2025-03-01 16:40:00",23.31,65.13,10016.8,6.064,1.727
"2025-03-01 16:45:00",23.22,64.27,10016.8,6.056,1.703
"2025-03-01 16:50:00",23.14,65.19,10009.4,6.058,1.72
"2025-03-01 16:55:00",23.07,65.21,10119.2,6.072,1.72
"2025-03-01 17:00:00",23.11,65.17,9975.3,6.017,1.727
"2025-03-01 17:05:00",23.1,65.62,10015,6.057,1.725
"2025-03-01 17:10:00",23.09,65.01,10289.5,6.027,1.71
"2025-03-01 17:15:00",23.03,64.92,10327.5,5.985,1.716
"2025-03-01 17:20:00",22.87,65.13,10114.7,6.01,1.702
"2025-03-01 17:25:00",22.95,64.94,10131.5,5.96,1.691
"2025-03-01 17:30:00",22.98,65.05,10299.7,5.912,1.69
"2025-03-01 17:35:00",22.94,65.53,10305.2,5.944,1.677
"2025-03-01 17:40:00",22.91,65.87,10314.5,5.951,1.679
"2025-03-01 17:45:00",22.79,66.19,10151.8,5.949,1.707
"2025-03-01 17:50:00",22.78,65.49,10169.9,5.928,1.667
"2025-03-01 17:55:00",22.76,65.23,10252.2,5.895,2.369
"2025-03-01 18:00:00",22.88,65.1,10239.7,5.881,2.376
"2025-03-01 18:05:00",22.8,65.53,10372.8,5.825,2.371
"2025-03-01 18:10:00",22.77,64.57,10411.6,5.862,2.398
"2025-03-01 18:15:00",22.72,64.21,10181.1,5.872,2.388
"2025-03-01 18:20:00",22.69,64.98,10183.2,5.882,2.388
"2025-03-01 18:25:00",22.57,64.02,10175.7,5.849,2.378
"2025-03-01 18:30:00",22.59,63.63,10153.1,5.895,2.361
"2025-03-01 18:35:00",22.58,64.7,10532.4,5.887,2.356
"2025-03-01 18:40:00",22.66,65.51,10344.7,5.926,2.352
"2025-03-01 18:45:00",22.59,65.01,10051.9,5.899,2.36
"2025-03-01 18:50:00",22.58,64.98,10328.5,5.991,2.305
"2025-03-01 18:55:00",22.61,64.65,10331.6,6.001,2.323
"2025-03-01 19:00:00",22.54,63.84,10329.5,5.978,2.343
"2025-03-01 19:05:00",22.4,64.23,10522.2,5.982,2.343
"2025-03-01 19:10:00",22.4,63.44,10567.7,5.97,2.331
"2025-03-01 19:15:00",22.4,63.74,10312.7,5.985,2.333
"2025-03-01 19:20:00",22.49,64.64,10171.9,5.984,2.327
"2025-03-01 19:25:00",22.53,64.22,9994.1,5.938,2.326
"2025-03-01 19:30:00",22.7,63.1,9876,5.946,2.324
"2025-03-01 19:35:00",22.74,63.02,10217.7,5.94,2.321
"2025-03-01 19:40:00",22.65,63.29,9833.5,5.94,2.349
"2025-03-01 19:45:00",22.58,63.47,9672.3,5.964,2.323
"2025-03-01 19:50:00",22.57,63.5,9635.8,5.967,2.351
"2025-03-01 19:55:00",22.47,63.62,9734.7,5.972,2.357
"2025-03-01 20:00:00",22.47,64.02,9952.2,5.935,2.36
"2025-03-01 20:05:00",22.41,63.91,9909.3,5.949,2.354
"2025-03-01 20:10:00",22.45,63.57,9830.6,5.954,2.348
"2025-03-01 20:15:00",22.32,63.74,9791.1,5.886,2.342
"2025-03-01 20:20:00",22.14,64.12,9802.8,5.832,2.315
"2025-03-01 20:25:00",22.28,63.86,9729.1,5.825,2.3
"2025-03-01 20:30:00",22.2,63.63,9895.5,5.839,2.298
"2025-03-01 20:35:00",22.17,64.1,9945.1,5.861,2.294
"2025-03-01 20:40:00",22.19,64.52,9836.9,5.894,2.285
"2025-03-01 20:45:00",22.19,65.17,9995,5.941,2.301
"2025-03-01 20:50:00",22.23,64.6,9967.6,5.933,2.304
"2025-03-01 20:55:00",22.18,65.29,10078.7,5.95,2.287
"2025-03-01 21:00:00",22.21,65.71,10043.4,5.948,2.294
"2025-03-01 21:05:00",22.27,65.98,10197,5.969,2.272
"2025-03-01 21:10:00",22.3,65.41,10064.9,5.926,2.264
"2025-03-01 21:15:00",22.2,65.75,9863.5,5.929,2.225
"2025-03-01 21:20:00",22.08,66.36,9739.1,5.904,2.172
"2025-03-01 21:25:00",22.08,67.29,10134.7,5.836,2.152
"2025-03-01 21:30:00",22.02,66.14,10202.4,5.835,2.157
"2025-03-01 21:35:00",22,66.66,10083.6,5.899,2.143
"2025-03-01 21:40:00",21.98,67.07,9736.7,5.867,2.13
"2025-03-01 21:45:00",21.95,66.15,9887.6,5.911,2.166
"2025-03-01 21:50:00",22.09,65.88,9809.1,5.93,2.162
"2025-03-01 21:55:00",22.05,66.18,9872.2,5.953,2.16
"2025-03-01 22:00:00",20.57,67.88,0,5.943,2.121
"2025-03-01 22:05:00",20.58,67.68,0,5.98,2.142
"2025-03-01 22:10:00",20.64,67.71,0,5.976,2.152
"2025-03-01 22:15:00",20.5,67.32,0,6.002,2.15
"2025-03-01 22:20:00",20.55,67.67,0,5.966,2.179
"2025-03-01 22:25:00",20.59,67.97,0,5.995,2.168
"2025-03-01 22:30:00",20.59,68.37,0,5.983,2.186
"2025-03-01 22:35:00",20.65,68.66,0,6.02,2.194
"2025-03-01 22:40:00",20.68,68.39,0,5.937,2.167
"2025-03-01 22:45:00",20.6,68.53,0,5.912,2.14
"2025-03-01 22:50:00",20.54,69.88,0,5.916,2.135
"2025-03-01 22:55:00",20.61,68.99,0,5.969,2.114
"2025-03-01 23:00:00",20.5,69.21,0,5.943,2.13
"2025-03-01 23:05:00",20.46,69.2,0,5.989,2.106
"2025-03-01 23:10:00",20.62,68.51,0.6,5.973,2.103
"2025-03-01 23:15:00",20.6,68.67,1.6,6.002,2.073
"2025-03-01 23:20:00",20.54,68.84,4.6,5.98,2.113
"2025-03-01 23:25:00",20.62,67.74,5.6,5.957,2.108
"2025-03-01 23:30:00",20.57,67.59,6.5,5.958,2.133
"2025-03-01 23:35:00",20.76,67.17,3.8,5.884,2.12
"2025-03-01 23:40:00",20.72,67.36,4.8,5.876,2.136
"2025-03-01 23:45:00",20.68,66.99,3.6,5.906,2.143
"2025-03-01 23:50:00",20.7,68.01,4.9,5.931,2.123
"2025-03-01 23:55:00",20.69,67.58,4.7,5.956,2.127
"2025-03-02 00:00:00",20.68,67.48,7.3,5.892,2.13
"2025-03-02 00:05:00",20.56,67.29,4.8,5.892,2.144
"2025-03-02 00:10:00",20.56,67.49,5.9,5.901,2.157
"2025-03-02 00:15:00",20.51,67.79,8.3,5.865,2.178
"2025-03-02 00:20:00",20.51,67.28,6.7,5.855,2.208
"2025-03-02 00:25:00",20.56,67.28,10.1,5.816,2.223
"2025-03-02 00:30:00",20.45,66.92,4.8,5.853,2.194
"2025-03-02 00:35:00",20.57,66.85,4,5.85,2.179
"2025-03-02 00:40:00",20.66,66.77,6.1,5.778,2.195
"2025-03-02 00:45:00",20.55,67.01,4.1,5.768,2.168
"2025-03-02 00:50:00",20.53,67.39,2.5,5.766,2.177
"2025-03-02 00:55:00",20.51,67.66,3.6,5.783,2.172
"2025-03-02 01:00:00",20.59,68.19,4.4,5.777,2.155
"2025-03-02 01:05:00",20.49,67.96,4.3,5.78,2.131
"2025-03-02 01:10:00",20.35,68.25,2.5,5.741,2.119
"2025-03-02 01:15:00",20.4,68.37,0.2,5.746,2.113
"2025-03-02 01:20:00",20.32,68.25,2.9,5.776,2.105
"2025-03-02 01:25:00",20.33,67.93,4.2,5.753,2.115
"2025-03-02 01:30:00",20.53,67.62,1.3,5.761,2.109
"2025-03-02 01:35:00",20.56,67.45,3.4,5.805,2.091
"2025-03-02 01:40:00",20.43,66.96,3.5,5.865,2.087
"2025-03-02 01:45:00",20.4,65.03,3.8,5.884,2.086
"2025-03-02 01:50:00",20.38,65.2,8.9,5.914,2.109
"2025-03-02 01:55:00",20.56,65.23,7.8,5.867,2.096
"2025-03-02 02:00:00",20.64,65.21,7,5.844,2.098
"2025-03-02 02:05:00",20.53,65.65,4.8,5.854,2.097
"2025-03-02 02:10:00",20.56,66.1,6.5,5.85,2.088
"2025-03-02 02:15:00",20.64,65.19,6.5,5.881,2.081
"2025-03-02 02:20:00",20.54,65.12,5,5.836,2.068
"2025-03-02 02:25:00",20.5,65.62,9.4,5.859,2.097
"2025-03-02 02:30:00",20.5,66.27,6.6,5.894,2.112
"2025-03-02 02:35:00",20.53,67.45,5.3,5.991,2.077
"2025-03-02 02:40:00",20.63,66.1,5.2,5.989,2.09
"2025-03-02 02:45:00",20.6,65.53,3.5,5.948,2.087
"2025-03-02 02:50:00",20.68,65.39,2.2,5.955,2.075
"2025-03-02 02:55:00",20.54,66.55,3.7,5.982,2.069
"2025-03-02 03:00:00",20.48,66.41,5.9,5.936,2.06
"2025-03-02 03:05:00",20.43,66.31,8.6,5.938,2.068
"2025-03-02 03:10:00",20.5,65.95,6.7,5.928,2.068
"2025-03-02 03:15:00",20.33,65.89,7.1,5.942,2.089
"2025-03-02 03:20:00",20.58,65.42,6.5,5.93,2.061
"2025-03-02 03:25:00",20.56,65.68,12.1,5.909,2.085
"2025-03-02 03:30:00",20.67,64.88,12.5,5.913,2.092
"2025-03-02 03:35:00",20.6,66.34,9.1,5.909,2.09
"2025-03-02 03:40:00",20.54,67.97,9.6,5.914,2.078
"2025-03-02 03:45:00",20.65,67.41,12.6,5.934,2.089
"2025-03-02 03:50:00",20.66,66.93,12,5.906,2.051
"2025-03-02 03:55:00",20.83,67.26,11.3,5.924,2.047
"2025-03-02 04:00:00",20.85,66.62,4.9,5.934,2.046
"2025-03-02 04:05:00",20.82,66.44,3.9,5.937,2.043
"2025-03-02 04:10:00",20.9,66.45,3.9,5.932,2.048
"2025-03-02 04:15:00",20.91,67.77,2.7,5.973,2.067
"2025-03-02 04:20:00",20.84,66.9,1.8,6.019,2.073
"2025-03-02 04:25:00",20.84,66.73,6.1,6.016,2.069
"2025-03-02 04:30:00",20.82,66.39,2.3,6.013,2.093
"2025-03-02 04:35:00",20.75,65.77,1.4,6.065,2.107
"2025-03-02 04:40:00",20.7,66.1,1.8,6.031,2.111
"2025-03-02 04:45:00",20.74,65.65,0,6.024,2.108
"2025-03-02 04:50:00",20.72,66.52,1.2,6.026,2.078
"2025-03-02 04:55:00",20.83,66.56,4.5,6.051,2.08
"2025-03-02 05:00:00",20.78,66.78,6.7,6.012,2.075
"2025-03-02 05:05:00",20.64,66.16,7.6,5.999,2.066
"2025-03-02 05:10:00",20.6,66.34,8.1,5.998,2.062
"2025-03-02 05:15:00",20.51,65.33,11.8,5.938,2.03
"2025-03-02 05:20:00",20.38,65.4,9.8,5.936,2.024
"2025-03-02 05:25:00",20.39,66.85,8,5.98,2.01
"2025-03-02 05:30:00",20.48,66.98,6.6,5.999,1.972
"2025-03-02 05:35:00",20.52,65.62,9.7,5.996,1.96
"2025-03-02 05:40:00",20.43,64.86,12.5,5.96,1.937
"2025-03-02 05:45:00",20.48,64.8,13.7,5.984,1.957
"2025-03-02 05:50:00",20.5,65,11.3,5.957,1.976
"2025-03-02 05:55:00",20.46,64.75,11.6,5.995,1.949
"2025-03-02 06:00:00",22.15,63.15,9988.9,6.008,1.941
"2025-03-02 06:05:00",22.13,62.97,9939,6,1.937
"2025-03-02 06:10:00",22.17,63.53,10019.1,6.019,1.961
"2025-03-02 06:15:00",22.24,63.69,9773.1,6,1.937
"2025-03-02 06:20:00",22.19,63.91,9922.2,5.968,1.894
"2025-03-02 06:25:00",22.18,63.92,10175,6.008,1.895
"2025-03-02 06:30:00",22.45,63.32,9684.6,5.977,1.878
"2025-03-02 06:35:00",22.53,63.98,9733.4,5.926,1.87
"2025-03-02 06:40:00",22.59,64.02,9903.4,5.957,1.881
"2025-03-02 06:45:00",22.58,64.69,9818.7,5.935,1.89
"2025-03-02 06:50:00",22.59,63.97,9962.4,5.956,1.897
"2025-03-02 06:55:00",22.61,63.74,10099,5.992,1.918
"2025-03-02 07:00:00",22.7,64.37,9782,5.966,1.895
"2025-03-02 07:05:00",22.65,65.83,9751.7,6.008,1.885
"2025-03-02 07:10:00",22.73,65.28,9932.2,5.984,1.9
"2025-03-02 07:15:00",22.84,66.2,9997.5,5.985,1.878
"2025-03-02 07:20:00",22.84,67.28,9831.4,5.974,1.892
"2025-03-02 07:25:00",22.76,67.46,9813.4,5.939,1.858
"2025-03-02 07:30:00",22.73,66.81,9724,5.979,1.926
"2025-03-02 07:35:00",22.68,66.78,9855.1,6.02,1.897
"2025-03-02 07:40:00",22.63,66.48,9933.7,6.025,1.865
"2025-03-02 07:45:00",22.59,65.75,9918.9,5.986,1.904
"2025-03-02 07:50:00",22.58,64.45,10026.7,5.975,1.927
"2025-03-02 07:55:00",22.57,64.89,9853.2,5.945,1.907
"2025-03-02 08:00:00",22.69,64.28,9921,5.941,1.923
"2025-03-02 08:05:00",22.63,63.74,9839.7,5.924,1.879
"2025-03-02 08:10:00",22.63,62.82,9809.3,5.963,1.866
"2025-03-02 08:15:00",22.6,62.44,9794.5,5.944,1.829
"2025-03-02 08:20:00",22.59,62.86,9887.1,5.946,1.856
"2025-03-02 08:25:00",22.56,63.6,10204.8,5.93,1.844
"2025-03-02 08:30:00",22.61,63.02,10365.5,5.884,1.831
"2025-03-02 08:35:00",22.6,63.06,10381.6,5.884,1.814
"2025-03-02 08:40:00",22.62,64.02,10134,5.904,1.817
"2025-03-02 08:45:00",22.71,64.43,10066.2,5.893,1.798
"2025-03-02 08:50:00",22.73,66.44,9990.1,5.867,1.826
"2025-03-02 08:55:00",22.66,65.69,9990,5.878,1.825
"2025-03-02 09:00:00",22.7,65.44,10327,5.913,1.828
"2025-03-02 09:05:00",22.7,64.96,10377.6,5.885,1.833
"2025-03-02 09:10:00",22.73,65.44,10421,5.848,1.83
"2025-03-02 09:15:00",22.78,65.95,10344.3,5.813,1.801
"2025-03-02 09:20:00",22.89,65.95,10336.4,5.8,1.819
"2025-03-02 09:25:00",23,66.45,10346.7,5.805,1.811
"2025-03-02 09:30:00",23.07,66.33,10580.3,5.883,1.845
"2025-03-02 09:35:00",23.04,65.59,10428.2,5.866,1.841
"2025-03-02 09:40:00",23.14,65.75,10193.2,5.859,1.806
"2025-03-02 09:45:00",23.19,65.18,9874.1,5.886,1.823
